net,training_dataset,num_params,depth,lr,acc_1,acc_2,acc_3,acc_4,acc_5,acc_6,acc_7,acc_8,acc_9,acc_10,acc_11,acc_12,acc_13,acc_14,acc_15,acc_16,acc_17,acc_18,acc_19,acc_20
"[C(64,3,1), C(256,1,1), D(1,3), C(128,5,1), C(256,3,1), D(2,3), C(256,5,1), SM(10)]",svhn,4409024,6,0.00016,0.73,0.8346,0.852,0.8678,0.8692,0.8752,0.8728,0.8736,0.8748,0.8752,0.88,0.8818,0.8808,0.8818,0.8818,0.882,0.8812,0.8802,0.8812,0.8812
"[C(128,1,1), C(128,5,1), D(1,3), C(64,3,1), C(256,3,1), D(2,3), C(256,5,1), SM(10)]",svhn,3907968,6,0.00016,0.7728,0.8306,0.8374,0.8554,0.8582,0.872,0.8762,0.878,0.8786,0.8776,0.8896,0.8898,0.89,0.8902,0.8886,0.8896,0.889,0.8902,0.8908,0.8898
"[C(256,5,1), C(128,1,1), D(1,5), C(128,3,1), C(128,3,1), D(2,5), C(128,1,1), C(512,1,1), D(3,5), C(512,3,1), C(256,5,1), D(4,5), C(128,3,1), SM(10)]",svhn,6507264,10,0.001,0.632,0.778,0.813,0.839,0.8692,0.892,0.8952,0.8974,0.897,0.9028,0.9066,0.9052,0.9046,0.9034,0.902,0.9056,0.9044,0.9046,0.9034,0.9042
"[C(128,1,1), C(256,5,1), D(1,8), P(2,2), C(512,5,1), D(2,8), C(512,3,1), C(512,5,1), D(3,8), C(256,1,1), C(128,1,1), D(4,8), C(512,3,1), P(3,2), D(5,8), FC(128), D(6,8), FC(128), D(7,8), SM(10)]",svhn,17006976,13,0.0004,0.4422,0.8376,0.8742,0.9054,0.9206,0.9304,0.9328,0.9344,0.9338,0.9396,0.9454,0.945,0.9448,0.9446,0.9446,0.9452,0.945,0.9458,0.946,0.9454
"[C(128,1,1), C(64,1,1), D(1,3), P(2,2), C(512,3,1), D(2,3), P(5,3), SM(10)]",svhn,303488,6,0.001,0.6416,0.6804,0.6932,0.6986,0.7134,0.7308,0.7366,0.7374,0.745,0.7526,0.769,0.774,0.773,0.7716,0.7738,0.7746,0.7744,0.776,0.7744,0.7758
"[C(128,1,1), C(64,3,1), D(1,5), C(128,5,1), C(64,3,1), D(2,5), C(64,5,1), C(128,1,1), D(3,5), C(64,5,1), P(2,2), D(4,5), C(64,5,1), C(128,1,1), D(5,5), C(256,3,1), GAP(10), SM(10)]",svhn,1076096,13,0.00016,0.2836,0.8014,0.883,0.9084,0.9116,0.9258,0.9276,0.9278,0.9282,0.9336,0.9372,0.9368,0.937,0.9376,0.9388,0.9376,0.9386,0.9378,0.9378,0.9378
"[C(256,5,1), C(512,1,1), D(1,3), C(256,3,1), P(2,2), D(2,3), C(256,5,1), SM(10)]",svhn,4606720,6,0.001,0.7608,0.8512,0.8714,0.8654,0.8696,0.8972,0.8976,0.8996,0.9022,0.8986,0.9124,0.9128,0.913,0.9124,0.9146,0.9146,0.9166,0.915,0.915,0.914
"[C(64,5,1), C(512,3,1), D(1,5), C(128,3,1), C(256,1,1), D(2,5), C(256,5,1), P(3,2), D(3,5), C(64,5,1), C(64,3,1), D(4,5), C(256,5,1), SM(10)]",svhn,5055168,10,0.0004,0.6678,0.8292,0.8712,0.893,0.8958,0.9118,0.915,0.91,0.9128,0.9088,0.923,0.9236,0.9232,0.922,0.9204,0.9232,0.924,0.9242,0.9242,0.923
"[C(128,1,1), C(256,3,1), D(1,4), C(256,1,1), C(256,3,1), D(2,4), C(128,5,1), C(512,5,1), D(3,4), C(256,1,1), C(256,5,1), D(4,4), SM(10)]",svhn,6816128,9,0.0004,0.8258,0.8582,0.876,0.885,0.8896,0.9022,0.9036,0.9052,0.9066,0.9128,0.9174,0.9194,0.9196,0.9194,0.92,0.9208,0.9216,0.922,0.9218,0.9216
"[C(128,1,1), C(128,3,1), D(1,4), C(128,3,1), C(512,5,1), D(2,4), C(512,5,1), P(5,3), D(3,4), C(128,5,1), SM(10)]",svhn,10535296,8,0.001,0.8068,0.8662,0.8836,0.8788,0.8972,0.916,0.9152,0.9234,0.9236,0.9294,0.9336,0.9364,0.9344,0.935,0.9354,0.9356,0.9352,0.9346,0.9368,0.9374
"[C(128,1,1), C(256,5,1), D(1,2), C(128,5,1), C(512,5,1), D(2,2), SM(10)]",svhn,9830784,5,0.000026,0.5648,0.7502,0.7988,0.8056,0.8192,0.8454,0.8486,0.8486,0.8546,0.8542,0.8718,0.8738,0.8724,0.8728,0.8758,0.875,0.8752,0.8762,0.8754,0.876
"[C(256,5,1), C(256,5,1), D(1,3), C(512,1,1), C(128,1,1), D(2,3), C(256,5,1), SM(10)]",svhn,4311808,6,0.0004,0.6828,0.774,0.788,0.8312,0.8632,0.8712,0.8728,0.8752,0.8754,0.8838,0.8956,0.8954,0.894,0.8954,0.894,0.8964,0.8932,0.8936,0.8958,0.8962
"[C(512,1,1), C(64,1,1), D(1,3), C(512,5,1), C(256,3,1), D(2,3), C(64,3,1), C(256,5,1), D(3,3), SM(10)]",svhn,4228608,7,0.000064,0.5274,0.7274,0.8014,0.8192,0.8334,0.868,0.8732,0.879,0.8804,0.8848,0.8876,0.8876,0.8896,0.889,0.891,0.891,0.891,0.8904,0.8914,0.8916
"[C(128,1,1), C(256,5,1), D(1,5), C(128,5,1), C(512,3,1), D(2,5), P(5,3), C(256,5,1), D(3,5), C(128,5,1), C(256,5,1), D(4,5), C(256,3,1), SM(10)]",svhn,8323456,10,0.00016,0.7552,0.8666,0.8932,0.9054,0.9138,0.9334,0.9344,0.9328,0.9364,0.9362,0.9408,0.9426,0.9416,0.9416,0.9428,0.9418,0.942,0.9418,0.943,0.9426
"[C(128,1,1), C(256,5,1), D(1,6), C(128,5,1), C(256,3,1), D(2,6), C(512,3,1), C(512,5,1), D(3,6), C(256,1,1), C(128,1,1), D(4,6), C(256,5,1), C(64,3,1), D(5,6), C(256,1,1), C(256,5,1), D(6,6), SM(10)]",svhn,14090624,13,0.00016,0.8308,0.8854,0.8888,0.9092,0.915,0.9274,0.9278,0.929,0.929,0.93,0.9334,0.9346,0.9358,0.9344,0.9346,0.9346,0.9342,0.9346,0.9344,0.9346
"[C(128,3,1), P(3,2), D(1,3), C(256,5,1), C(512,5,1), D(2,3), C(64,5,1), SM(10)]",svhn,5021056,6,0.0004,0.402,0.8178,0.824,0.8506,0.8696,0.9024,0.905,0.9122,0.9032,0.9142,0.9184,0.9198,0.9202,0.9192,0.9226,0.9236,0.924,0.924,0.9236,0.9242
"[C(128,1,1), C(256,1,1), D(1,2), C(64,1,1), C(512,5,1), D(2,2), SM(10)]",svhn,7422336,5,0.0004,0.3124,0.3338,0.4952,0.5842,0.641,0.6908,0.7548,0.7764,0.7828,0.7818,0.7984,0.8014,0.8016,0.802,0.8064,0.8074,0.8072,0.8092,0.81,0.8108
"[C(128,1,1), C(64,3,1), D(1,4), C(128,5,1), C(256,3,1), D(2,4), C(256,5,1), C(512,5,1), D(3,4), C(128,5,1), SM(10)]",svhn,7537024,8,0.0004,0.5102,0.8392,0.8814,0.889,0.8956,0.9212,0.926,0.9204,0.918,0.9182,0.9248,0.9238,0.9242,0.9242,0.925,0.9256,0.9246,0.9246,0.924,0.9242
"[C(128,1,1), C(256,1,1), D(1,5), C(128,5,1), C(128,3,1), D(2,5), C(128,1,1), C(256,3,1), D(3,5), P(5,3), C(256,3,1), D(4,5), C(128,1,1), SM(10)]",svhn,1950080,10,0.001,0.3432,0.7476,0.8314,0.866,0.8666,0.904,0.906,0.9002,0.9064,0.9112,0.9198,0.9184,0.9194,0.9194,0.9222,0.922,0.9226,0.9234,0.9238,0.9234
"[C(256,1,1), C(512,5,1), D(1,2), C(256,1,1), SM(10)]",svhn,3474176,4,0.00016,0.6332,0.763,0.717,0.8048,0.7808,0.814,0.8164,0.8106,0.8044,0.8192,0.829,0.834,0.8318,0.8444,0.8306,0.8402,0.8402,0.8396,0.8392,0.8422
"[C(128,1,1), C(128,5,1), D(1,5), C(128,5,1), C(128,1,1), D(2,5), C(128,5,1), C(128,5,1), D(3,5), C(64,3,1), C(256,3,1), D(4,5), C(128,1,1), SM(10)]",svhn,1925504,10,0.0004,0.5454,0.7146,0.8144,0.839,0.853,0.8824,0.8894,0.8822,0.8816,0.8908,0.9016,0.901,0.8996,0.9012,0.902,0.9034,0.9022,0.9022,0.9032,0.9034
"[C(64,5,1), C(64,3,1), D(1,4), C(128,5,1), C(256,5,1), D(2,4), C(256,5,1), C(128,3,1), D(3,4), C(64,5,1), C(512,1,1), D(4,4), SM(10)]",svhn,3498688,9,0.000064,0.7904,0.866,0.8814,0.8866,0.8904,0.9124,0.9124,0.9142,0.9178,0.9154,0.9266,0.9266,0.926,0.9262,0.9254,0.9268,0.9272,0.9276,0.9272,0.9268
"[C(128,5,1), C(512,1,1), D(1,3), P(3,2), C(64,1,1), D(2,3), C(64,1,1), SM(10)]",svhn,116096,6,0.0004,0.6708,0.7134,0.7186,0.7418,0.752,0.7584,0.7648,0.762,0.7632,0.7586,0.768,0.7716,0.7742,0.7754,0.7786,0.779,0.7822,0.7862,0.7882,0.7902
"[C(64,1,1), C(128,3,1), D(1,6), C(64,5,1), C(128,1,1), D(2,6), C(128,1,1), C(256,5,1), D(3,6), C(128,5,1), C(128,1,1), D(4,6), C(256,5,1), C(64,3,1), D(5,6), C(128,1,1), C(256,1,1), D(6,6), SM(10)]",svhn,3031232,13,0.00016,0.7066,0.8688,0.899,0.9082,0.9122,0.9252,0.927,0.9312,0.9306,0.9292,0.9334,0.9362,0.9336,0.9342,0.937,0.934,0.9344,0.9354,0.9352,0.9354
"[C(128,1,1), C(256,1,1), D(1,6), C(128,5,1), C(256,3,1), D(2,6), C(256,5,1), C(256,3,1), D(3,6), C(64,5,1), C(64,3,1), D(4,6), C(256,1,1), C(128,5,1), D(5,6), C(64,5,1), P(5,3), D(6,6), SM(10)]",svhn,4862336,13,0.00016,0.6086,0.8208,0.8694,0.8822,0.8902,0.906,0.9082,0.9052,0.914,0.9142,0.9224,0.9218,0.923,0.922,0.9224,0.9264,0.926,0.9258,0.9268,0.9268
"[C(128,3,1), P(3,2), D(1,7), C(64,5,1), C(512,1,1), D(2,7), P(3,2), C(128,3,1), D(3,7), C(64,3,1), C(256,3,1), D(4,7), FC(512), D(5,7), FC(256), D(6,7), SM(10)]",svhn,7671168,11,0.0004,0.3066,0.7,0.7378,0.774,0.7842,0.8002,0.8032,0.8082,0.8112,0.825,0.8342,0.8348,0.8368,0.84,0.841,0.8432,0.8426,0.8428,0.8444,0.843
"[C(128,1,1), C(128,3,1), D(1,2), C(256,5,1), C(512,5,1), D(2,2), SM(10)]",svhn,10797440,5,0.00016,0.5884,0.7708,0.8264,0.8772,0.8866,0.899,0.9014,0.9,0.9016,0.9042,0.9088,0.9104,0.9096,0.9072,0.9066,0.9082,0.9088,0.9074,0.9076,0.9074
"[C(256,1,1), P(3,2), D(1,5), C(64,3,1), C(256,3,1), D(2,5), C(256,5,1), C(128,1,1), D(3,5), C(128,5,1), C(256,1,1), D(4,5), C(256,1,1), P(2,2), D(5,5), SM(10)]",svhn,2474752,11,0.00016,0.2944,0.741,0.8196,0.8444,0.8618,0.8672,0.873,0.8774,0.8824,0.8816,0.8866,0.8862,0.8862,0.8872,0.8886,0.888,0.8878,0.8882,0.8882,0.8882
"[C(128,1,1), C(128,5,1), D(1,5), C(128,3,1), C(128,1,1), D(2,5), C(256,5,1), C(256,3,1), D(3,5), C(64,5,1), C(128,1,1), D(4,5), C(256,5,1), SM(10)]",svhn,4858240,10,0.001,0.5096,0.797,0.8406,0.854,0.8604,0.89,0.8928,0.8934,0.8952,0.896,0.9008,0.902,0.905,0.9074,0.9066,0.9084,0.907,0.9062,0.9058,0.9068
"[C(512,1,1), C(128,1,1), D(1,6), C(128,5,1), P(5,3), D(2,6), C(512,5,1), C(512,1,1), D(3,6), C(128,5,1), P(2,2), D(4,6), C(256,1,1), C(512,3,1), D(5,6), C(512,3,1), C(64,1,1), D(6,6), SM(10)]",svhn,7624192,13,0.001,0.5318,0.7422,0.7876,0.8052,0.8362,0.8612,0.8666,0.8756,0.877,0.8826,0.8882,0.885,0.8894,0.8868,0.8904,0.8924,0.8916,0.8942,0.8918,0.8932
"[C(128,1,1), C(256,5,1), D(1,3), C(64,1,1), P(5,3), D(2,3), C(128,3,1), C(512,5,1), D(3,3), SM(10)]",svhn,9101696,7,0.00016,0.6382,0.813,0.8362,0.8638,0.869,0.8822,0.8904,0.895,0.8922,0.8902,0.9074,0.9052,0.9056,0.9058,0.9066,0.908,0.909,0.9078,0.9094,0.9086
"[C(512,1,1), C(256,5,1), D(1,4), C(128,3,1), C(128,1,1), D(2,4), C(64,1,1), P(5,3), D(3,4), C(128,5,1), SM(10)]",svhn,4212224,8,0.00016,0.5088,0.666,0.722,0.7618,0.7734,0.8082,0.8122,0.8092,0.8174,0.8224,0.8264,0.8262,0.8248,0.8302,0.8296,0.831,0.8324,0.833,0.8318,0.8332
"[C(64,5,1), C(128,3,1), D(1,6), P(2,2), C(512,5,1), D(2,6), C(256,1,1), C(256,5,1), D(3,6), C(128,5,1), C(256,3,1), D(4,6), C(128,1,1), C(128,1,1), D(5,6), C(256,3,1), C(512,1,1), D(6,6), SM(10)]",svhn,5337792,13,0.00016,0.8212,0.8784,0.896,0.8996,0.917,0.931,0.9332,0.9334,0.933,0.9334,0.9412,0.9404,0.9402,0.9402,0.9388,0.941,0.9404,0.9408,0.941,0.9412
"[C(128,1,1), C(256,5,1), D(1,3), C(128,5,1), C(256,3,1), D(2,3), C(512,3,1), C(512,5,1), D(3,3), GAP(10), SM(10)]",svhn,9672064,8,0.0004,0.2742,0.1892,0.1892,0.1858,0.3612,0.6268,0.74,0.7996,0.8282,0.8414,0.8618,0.8644,0.8702,0.874,0.878,0.8786,0.8786,0.8788,0.8804,0.88
"[C(128,1,1), P(2,2), D(1,8), C(128,3,1), C(64,5,1), D(2,8), C(512,1,1), C(256,1,1), D(3,8), C(256,1,1), C(128,5,1), D(4,8), P(5,3), C(512,3,1), D(5,8), FC(256), D(6,8), FC(128), D(7,8), SM(10)]",svhn,4137344,13,0.001,0.4272,0.709,0.772,0.7938,0.8228,0.8464,0.85,0.8552,0.867,0.8782,0.8768,0.8782,0.8808,0.884,0.8848,0.8854,0.885,0.8854,0.8864,0.8882
"[C(128,1,1), C(512,1,1), D(1,4), C(512,5,1), C(256,3,1), D(2,4), C(128,1,1), C(512,5,1), D(3,4), C(128,5,1), SM(10)]",svhn,11518336,8,0.00016,0.6964,0.8298,0.8608,0.8768,0.8818,0.8954,0.899,0.9006,0.8976,0.8998,0.9066,0.9064,0.904,0.9048,0.904,0.9036,0.9032,0.9042,0.9058,0.903
"[C(128,1,1), C(256,5,1), D(1,1), SM(10)]",svhn,2457984,3,0.00016,0.6888,0.531,0.2898,0.492,0.1882,0.4156,0.5656,0.5368,0.6538,0.7524,0.7746,0.7752,0.7812,0.7816,0.7862,0.8026,0.8042,0.8066,0.804,0.8078
"[C(128,1,1), C(256,5,1), D(1,5), C(256,1,1), C(256,3,1), D(2,5), C(64,1,1), C(64,1,1), D(3,5), P(2,2), C(256,1,1), D(4,5), C(256,5,1), SM(10)]",svhn,4788608,10,0.0004,0.6316,0.8088,0.8134,0.8318,0.8408,0.868,0.8714,0.8808,0.8864,0.8926,0.903,0.9048,0.9062,0.9086,0.9082,0.9112,0.9094,0.9104,0.9102,0.9086
"[C(128,1,1), C(256,5,1), D(1,4), C(128,5,1), C(64,1,1), D(2,4), C(256,3,1), C(256,1,1), D(3,4), C(64,5,1), C(64,5,1), D(4,4), SM(10)]",svhn,2474368,9,0.0004,0.8086,0.878,0.893,0.9006,0.9014,0.9194,0.92,0.9188,0.9186,0.922,0.9274,0.9282,0.9278,0.929,0.9292,0.9296,0.9298,0.9294,0.9306,0.9292
"[C(128,1,1), C(256,3,1), D(1,6), C(256,5,1), C(512,1,1), D(2,6), P(2,2), C(256,1,1), D(3,6), C(64,5,1), C(256,3,1), D(4,6), C(128,1,1), C(64,3,1), D(5,6), C(256,1,1), C(256,5,1), D(6,6), SM(10)]",svhn,6152576,13,0.001,0.7512,0.8352,0.8762,0.8978,0.9022,0.916,0.9194,0.9224,0.924,0.9264,0.9306,0.9334,0.9354,0.9342,0.937,0.9364,0.9364,0.937,0.9364,0.9366
"[C(128,1,1), C(256,5,1), D(1,4), C(128,5,1), C(512,3,1), D(2,4), C(512,1,1), C(128,3,1), D(3,4), C(64,5,1), C(64,3,1), D(4,4), SM(10)]",svhn,3359104,9,0.00016,0.751,0.8534,0.8772,0.8908,0.9056,0.917,0.918,0.92,0.92,0.9188,0.9256,0.9252,0.9246,0.9246,0.9262,0.925,0.9256,0.9256,0.9258,0.9256
"[C(128,1,1), C(128,5,1), D(1,4), C(64,3,1), C(256,3,1), D(2,4), P(2,2), C(256,1,1), D(3,4), C(64,5,1), C(64,3,1), D(4,4), SM(10)]",svhn,1180032,9,0.0004,0.7348,0.8678,0.8972,0.9058,0.9084,0.9252,0.9328,0.9304,0.9326,0.9308,0.9326,0.936,0.9356,0.9352,0.9364,0.9362,0.9354,0.936,0.9362,0.9382
"[C(128,1,1), C(256,5,1), D(1,3), P(5,3), C(64,3,1), D(2,3), C(256,5,1), SM(10)]",svhn,3015040,6,0.000064,0.4158,0.6972,0.7702,0.7818,0.804,0.8278,0.8316,0.8374,0.8412,0.8466,0.8548,0.8544,0.8532,0.855,0.859,0.8594,0.8572,0.8562,0.8584,0.859
"[C(128,5,1), C(128,3,1), D(1,6), C(256,3,1), C(64,5,1), D(2,6), C(256,5,1), C(512,1,1), D(3,6), C(128,5,1), C(512,5,1), D(4,6), P(2,2), C(512,1,1), D(5,6), C(256,3,1), C(128,3,1), D(6,6), SM(10)]",svhn,6563200,13,0.001,0.8016,0.865,0.8822,0.893,0.9004,0.9196,0.9224,0.923,0.9244,0.9278,0.9302,0.9318,0.9328,0.9334,0.933,0.9358,0.936,0.9338,0.9366,0.9348
"[C(128,1,1), C(256,3,1), D(1,5), C(64,3,1), C(256,3,1), D(2,5), P(3,2), C(256,5,1), D(3,5), C(128,5,1), C(256,5,1), D(4,5), C(256,5,1), SM(10)]",svhn,7143808,10,0.0004,0.7922,0.8828,0.8986,0.9122,0.9098,0.935,0.9366,0.9338,0.933,0.9322,0.9394,0.9398,0.9402,0.9396,0.9402,0.9396,0.9392,0.9384,0.9384,0.9384
"[C(128,1,1), C(64,3,1), D(1,4), C(256,3,1), C(256,1,1), D(2,4), C(256,5,1), C(512,3,1), D(3,4), C(512,1,1), C(64,3,1), D(4,4), SM(10)]",svhn,3699072,9,0.0004,0.6432,0.7876,0.8,0.8348,0.865,0.8952,0.8996,0.9004,0.9038,0.9092,0.9108,0.9128,0.9104,0.9118,0.9124,0.9132,0.913,0.9124,0.9136,0.9134
"[C(512,3,1), C(256,5,1), D(1,3), C(512,3,1), C(64,3,1), D(2,3), C(128,1,1), SM(10)]",svhn,4789760,6,0.000026,0.6166,0.743,0.7952,0.825,0.8324,0.8512,0.852,0.8582,0.8564,0.858,0.8692,0.8706,0.8726,0.8742,0.8736,0.8754,0.8752,0.8752,0.8746,0.8742
"[C(512,3,1), C(512,3,1), D(1,3), C(512,5,1), C(256,3,1), D(2,3), C(256,5,1), SM(10)]",svhn,13383168,6,0.0004,0.736,0.8426,0.868,0.8858,0.8814,0.897,0.8994,0.9034,0.908,0.9024,0.908,0.9094,0.907,0.9056,0.9064,0.9056,0.906,0.9064,0.9062,0.9064
"[C(128,1,1), C(256,5,1), D(1,4), C(128,5,1), C(512,5,1), D(2,4), C(256,1,1), P(3,2), D(3,4), C(64,3,1), SM(10)]",svhn,3592576,8,0.0004,0.583,0.8346,0.8476,0.8506,0.8724,0.8964,0.8968,0.9024,0.9026,0.905,0.9076,0.907,0.9088,0.9104,0.9096,0.912,0.9114,0.9114,0.9112,0.9114
"[C(256,5,1), C(256,5,1), D(1,4), C(128,5,1), C(512,5,1), D(2,4), P(5,3), C(256,5,1), D(3,4), C(128,5,1), SM(10)]",svhn,8620800,8,0.001,0.7916,0.8576,0.8854,0.8884,0.9038,0.9208,0.92,0.9224,0.925,0.9258,0.929,0.931,0.9328,0.9324,0.934,0.9348,0.933,0.9334,0.9344,0.935
"[C(128,1,1), C(512,3,1), D(1,4), C(512,3,1), C(128,5,1), D(2,4), C(512,1,1), C(256,1,1), D(3,4), C(64,1,1), C(64,3,1), D(4,4), SM(10)]",svhn,4874624,9,0.00016,0.7076,0.7696,0.839,0.8626,0.878,0.892,0.8956,0.8956,0.8968,0.898,0.9026,0.9026,0.9036,0.902,0.9024,0.903,0.9038,0.9024,0.9016,0.9018
"[C(128,3,1), C(512,5,1), D(1,3), C(512,1,1), C(64,3,1), D(2,3), C(256,5,1), SM(10)]",svhn,4246912,6,0.000026,0.6146,0.6922,0.7028,0.7116,0.7884,0.8126,0.8194,0.823,0.8258,0.8338,0.8396,0.8452,0.8456,0.8462,0.847,0.85,0.8496,0.8492,0.8488,0.8504
"[C(128,1,1), C(256,5,1), D(1,6), C(128,5,1), C(256,3,1), D(2,6), C(512,1,1), C(128,1,1), D(3,6), C(512,5,1), C(128,1,1), D(4,6), C(64,3,1), C(128,1,1), D(5,6), C(256,3,1), C(512,3,1), D(6,6), SM(10)]",svhn,7750016,13,0.0004,0.7528,0.8604,0.8822,0.8888,0.8974,0.9132,0.9132,0.9154,0.9168,0.9146,0.9154,0.9178,0.9192,0.9202,0.92,0.9204,0.9208,0.9218,0.9216,0.9204
"[C(64,3,1), C(256,1,1), D(1,6), C(128,5,1), C(256,3,1), D(2,6), C(512,1,1), C(256,1,1), D(3,6), C(64,5,1), C(256,3,1), D(4,6), C(128,1,1), C(128,5,1), D(5,6), C(64,3,1), C(128,3,1), D(6,6), SM(10)]",svhn,2688704,13,0.00016,0.7728,0.8482,0.8804,0.8892,0.89,0.9144,0.9152,0.9164,0.9152,0.916,0.9232,0.9248,0.924,0.9238,0.9242,0.9242,0.9246,0.9246,0.9242,0.9256
"[C(128,1,1), C(512,1,1), D(1,5), C(256,3,1), C(128,5,1), D(2,5), C(512,1,1), C(256,1,1), D(3,5), C(128,1,1), C(256,1,1), D(4,5), C(256,5,1), SM(10)]",svhn,5603712,10,0.00016,0.7682,0.826,0.8376,0.8394,0.8518,0.8748,0.8764,0.8788,0.8724,0.874,0.8824,0.8806,0.8812,0.879,0.879,0.8796,0.8796,0.8792,0.879,0.8786
"[C(128,1,1), C(256,5,1), D(1,5), C(128,5,1), C(256,3,1), D(2,5), C(128,5,1), C(64,3,1), D(3,5), C(256,5,1), C(128,1,1), D(4,5), C(256,5,1), SM(10)]",svhn,5726592,10,0.0004,0.7838,0.8394,0.8592,0.8742,0.8798,0.8988,0.9036,0.9022,0.9042,0.9078,0.9144,0.9164,0.9176,0.917,0.9176,0.9194,0.9196,0.9182,0.9178,0.9192
"[C(128,1,1), C(256,5,1), D(1,4), P(2,2), C(128,5,1), D(2,4), C(512,3,1), C(512,5,1), D(3,4), C(128,5,1), SM(10)]",svhn,10830208,8,0.0004,0.4684,0.7714,0.8238,0.8536,0.8724,0.8976,0.9002,0.908,0.9104,0.9114,0.918,0.919,0.9212,0.9206,0.9204,0.9218,0.9232,0.9226,0.9228,0.9228
"[C(128,5,1), C(256,5,1), D(1,6), C(128,5,1), C(256,3,1), D(2,6), C(256,1,1), C(64,5,1), D(3,6), C(512,1,1), C(64,1,1), D(4,6), C(256,5,1), P(5,3), D(5,6), C(64,3,1), C(128,3,1), D(6,6), SM(10)]",svhn,3261824,13,0.00016,0.7562,0.8412,0.877,0.8938,0.8926,0.9152,0.9164,0.9208,0.9204,0.9244,0.929,0.9294,0.9288,0.929,0.9274,0.9294,0.9282,0.93,0.9284,0.928
"[C(128,1,1), C(128,5,1), D(1,6), C(64,3,1), C(256,3,1), D(2,6), C(128,3,1), C(256,1,1), D(3,6), C(256,3,1), C(256,3,1), D(4,6), C(256,3,1), C(256,3,1), D(5,6), C(128,1,1), C(64,3,1), D(6,6), SM(10)]",svhn,3461504,13,0.001,0.589,0.8108,0.8556,0.8782,0.8838,0.9022,0.9032,0.9096,0.9118,0.9122,0.9166,0.9178,0.9194,0.92,0.9198,0.9232,0.9222,0.9228,0.923,0.9232
"[C(128,1,1), C(512,5,1), D(1,5), C(64,5,1), C(256,3,1), D(2,5), C(512,5,1), C(128,1,1), D(3,5), C(64,1,1), C(64,3,1), D(4,5), P(5,3), SM(10)]",svhn,5992832,10,0.000064,0.6728,0.747,0.7866,0.815,0.838,0.8604,0.8668,0.869,0.8714,0.8756,0.8812,0.882,0.8834,0.8826,0.8838,0.8858,0.8854,0.8864,0.8852,0.886
"[C(128,1,1), P(2,2), D(1,4), C(256,3,1), C(128,1,1), D(2,4), C(256,5,1), C(512,1,1), D(3,4), C(128,5,1), SM(10)]",svhn,3326336,8,0.001,0.3136,0.748,0.7778,0.8228,0.8388,0.8696,0.8786,0.882,0.8908,0.8914,0.901,0.9022,0.9058,0.9054,0.9056,0.908,0.909,0.9074,0.9086,0.9078
"[C(64,1,1), C(128,3,1), D(1,5), C(64,5,1), P(3,2), D(2,5), C(128,3,1), C(512,5,1), D(3,5), C(128,5,1), C(512,3,1), D(4,5), C(256,5,1), SM(10)]",svhn,9134272,10,0.0004,0.5872,0.843,0.875,0.887,0.9054,0.9212,0.9236,0.9268,0.926,0.9282,0.9354,0.935,0.9356,0.9372,0.937,0.9388,0.9378,0.9384,0.9384,0.9386
"[C(512,3,1), C(256,5,1), D(1,3), C(128,5,1), P(2,2), D(2,3), C(256,5,1), SM(10)]",svhn,6567424,6,0.0004,0.801,0.8428,0.8486,0.839,0.8632,0.8878,0.8898,0.8928,0.8968,0.8988,0.9054,0.9058,0.9066,0.9052,0.9036,0.9076,0.9072,0.9066,0.9068,0.906
"[C(512,1,1), P(2,2), D(1,3), C(64,1,1), C(256,1,1), D(2,3), C(256,5,1), SM(10)]",svhn,3327488,6,0.0004,0.4634,0.5188,0.6454,0.6882,0.6808,0.7318,0.728,0.7292,0.7384,0.758,0.7736,0.7732,0.7726,0.7764,0.78,0.7778,0.779,0.7776,0.7784,0.7788
"[C(128,1,1), C(256,5,1), D(1,5), C(128,5,1), C(256,3,1), D(2,5), C(256,5,1), C(64,1,1), D(3,5), C(128,5,1), C(512,5,1), D(4,5), C(128,1,1), SM(10)]",svhn,5513600,10,0.0004,0.6798,0.7946,0.839,0.8598,0.8672,0.8998,0.901,0.9022,0.897,0.9006,0.9136,0.9124,0.9132,0.9144,0.9124,0.915,0.9142,0.9146,0.915,0.9136
"[C(64,5,1), C(256,1,1), D(1,6), C(128,5,1), C(256,3,1), D(2,6), C(128,3,1), C(128,5,1), D(3,6), C(64,5,1), C(64,5,1), D(4,6), P(2,2), C(256,1,1), D(5,6), C(512,3,1), C(64,1,1), D(6,6), SM(10)]",svhn,3379904,13,0.0004,0.7518,0.8654,0.887,0.8986,0.9088,0.927,0.929,0.931,0.9322,0.932,0.9378,0.939,0.9384,0.9392,0.9406,0.9394,0.9408,0.9392,0.94,0.9402
"[C(256,3,1), C(256,3,1), D(1,6), C(64,3,1), C(256,3,1), D(2,6), C(256,5,1), C(64,5,1), D(3,6), C(64,3,1), P(3,2), D(4,6), C(512,5,1), C(512,5,1), D(5,6), C(256,5,1), C(256,5,1), D(6,6), SM(10)]",svhn,16902912,13,0.001,0.719,0.8418,0.8696,0.8874,0.8994,0.9218,0.9242,0.925,0.9266,0.9272,0.9328,0.9328,0.9328,0.935,0.9356,0.9358,0.9366,0.9364,0.9366,0.938
